"age","job","marital","education","default","housing","loan","contact","month","day_of_week","duration","campaign","pdays","previous","poutcome","emp.var.rate","cons.price.idx","cons.conf.idx","euribor3m","nr.employed","y"
26,"blue-collar","married","basic.6y","no","yes","no","cellular","may","mon",152,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"0"
29,"technician","married","university.degree","no","no","no","telephone","may","wed",104,4,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"0"
33,"blue-collar","married","basic.9y","no","yes","no","telephone","may","wed",76,2,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"0"
34,"services","married","basic.9y","unknown","no","no","cellular","jul","mon",112,1,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"0"
34,"technician","married","professional.course","no","yes","yes","cellular","nov","fri",379,2,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"0"
56,"management","married","basic.4y","unknown","yes","no","cellular","jul","tue",673,2,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"0"
34,"blue-collar","married","basic.9y","no","no","no","telephone","may","mon",263,1,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"0"
37,"blue-collar","married","professional.course","no","no","no","cellular","may","mon",114,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.244,5099.1,"0"
21,"student","single","high.school","no","yes","no","telephone","jun","tue",30,1,14,2,"success",-1.7,94.055,-39.8,0.713,4991.6,"0"
36,"services","married","high.school","unknown","yes","no","telephone","may","fri",47,1,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"0"
29,"student","single","basic.9y","no","no","no","cellular","may","wed",467,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.334,5099.1,"0"
56,"admin.","married","university.degree","no","no","no","cellular","aug","mon",165,2,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"0"
49,"blue-collar","married","professional.course","no","yes","yes","cellular","may","tue",145,1,999,1,"failure",-1.8,92.893,-46.2,1.344,5099.1,"0"
35,"blue-collar","divorced","basic.9y","no","no","no","telephone","jun","mon",138,4,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"0"
56,"admin.","married","high.school","unknown","no","no","cellular","jul","wed",120,4,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"0"
32,"admin.","single","university.degree","no","yes","no","telephone","oct","tue",376,1,999,2,"failure",-3.4,92.431,-26.9,0.728,5017.5,"0"
48,"blue-collar","married","basic.6y","unknown","yes","no","cellular","may","wed",334,2,999,1,"failure",-1.8,92.893,-46.2,1.334,5099.1,"0"
47,"blue-collar","divorced","basic.9y","unknown","no","no","telephone","may","fri",1161,3,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"0"
31,"technician","single","university.degree","no","yes","yes","cellular","aug","wed",107,2,999,0,"nonexistent",1.4,93.444,-36.1,4.967,5228.1,"0"
30,"unemployed","married","basic.6y","unknown","no","no","telephone","jun","tue",215,10,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"0"
36,"services","married","high.school","no","no","yes","telephone","may","thu",207,2,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"0"
51,"self-employed","single","university.degree","no","yes","no","telephone","may","tue",492,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"0"
43,"services","married","high.school","no","no","yes","telephone","may","tue",262,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"0"
25,"unemployed","married","high.school","unknown","no","no","cellular","jul","fri",120,10,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"0"
40,"blue-collar","married","basic.4y","no","yes","no","cellular","may","thu",681,6,999,0,"nonexistent",-1.8,92.893,-46.2,1.27,5099.1,"0"
54,"services","married","unknown","no","no","no","telephone","may","fri",270,1,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191,"0"
27,"technician","single","professional.course","no","yes","no","cellular","jul","tue",179,3,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"0"
39,"blue-collar","single","basic.9y","no","no","no","cellular","may","mon",264,3,999,0,"nonexistent",-1.8,92.893,-46.2,1.354,5099.1,"0"
44,"blue-collar","married","basic.9y","no","yes","no","telephone","may","mon",172,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"0"
28,"admin.","single","high.school","no","no","no","telephone","jun","tue",132,5,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"0"
34,"services","married","high.school","unknown","yes","no","telephone","may","tue",309,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"0"
32,"housemaid","single","university.degree","unknown","yes","no","cellular","jul","tue",71,4,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"0"
31,"self-employed","married","university.degree","no","no","no","cellular","jul","thu",245,5,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,"0"
31,"blue-collar","married","basic.9y","no","no","no","telephone","may","fri",232,3,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191,"0"
44,"technician","married","professional.course","no","yes","no","cellular","may","fri",135,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.259,5099.1,"0"
37,"admin.","married","professional.course","unknown","yes","yes","cellular","aug","mon",70,1,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"0"
29,"self-employed","married","unknown","no","no","no","cellular","jul","tue",125,2,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"0"
45,"blue-collar","single","basic.4y","unknown","yes","no","cellular","jul","tue",115,5,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"0"
36,"blue-collar","married","basic.9y","no","unknown","unknown","cellular","apr","fri",329,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.479,5099.1,"0"
50,"services","single","basic.4y","no","yes","no","telephone","jun","tue",355,2,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"0"
39,"blue-collar","married","basic.9y","no","no","no","telephone","may","fri",102,4,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"0"
45,"blue-collar","married","basic.9y","no","yes","no","telephone","may","mon",225,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"0"
43,"admin.","married","university.degree","no","yes","no","telephone","jun","tue",411,6,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"0"
33,"blue-collar","single","basic.9y","no","yes","no","cellular","nov","mon",101,1,999,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,"0"
46,"blue-collar","married","basic.4y","no","no","no","cellular","apr","thu",357,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.41,5099.1,"0"
49,"self-employed","single","professional.course","unknown","yes","no","telephone","nov","tue",126,4,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"0"
26,"admin.","single","university.degree","no","no","no","telephone","jul","mon",127,7,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"0"
39,"blue-collar","single","university.degree","no","no","no","cellular","may","wed",9,5,999,0,"nonexistent",-1.8,92.893,-46.2,1.281,5099.1,"0"
40,"technician","married","professional.course","unknown","no","no","telephone","may","mon",127,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"0"
40,"entrepreneur","married","basic.9y","no","no","no","telephone","may","tue",109,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"0"
60,"unknown","married","basic.6y","unknown","no","no","telephone","jun","tue",104,7,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"0"
41,"services","divorced","high.school","no","yes","yes","telephone","may","wed",60,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"0"
30,"unemployed","single","high.school","no","yes","yes","cellular","oct","wed",953,1,999,0,"nonexistent",-3.4,92.431,-26.9,0.74,5017.5,"0"
28,"admin.","single","unknown","no","yes","no","telephone","jun","mon",177,5,999,0,"nonexistent",1.4,94.465,-41.8,4.96,5228.1,"0"
47,"technician","married","professional.course","no","yes","no","cellular","jul","wed",586,2,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"0"
46,"entrepreneur","divorced","basic.9y","no","yes","no","cellular","nov","thu",201,4,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"0"
31,"blue-collar","married","basic.4y","unknown","yes","no","cellular","jul","wed",148,1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"0"
37,"admin.","married","university.degree","no","yes","no","cellular","jun","tue",80,1,999,1,"failure",-2.9,92.963,-40.8,1.262,5076.2,"0"
33,"admin.","single","university.degree","no","no","yes","cellular","aug","mon",87,3,999,0,"nonexistent",-1.7,94.027,-38.3,0.898,4991.6,"0"
37,"entrepreneur","single","professional.course","no","yes","no","cellular","jul","fri",92,2,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"0"
39,"management","married","university.degree","no","yes","no","cellular","may","fri",53,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.313,5099.1,"0"
37,"retired","divorced","basic.9y","unknown","yes","no","cellular","nov","tue",201,1,999,1,"failure",-0.1,93.2,-42,4.153,5195.8,"0"
28,"blue-collar","single","basic.6y","unknown","yes","no","cellular","jul","wed",400,1,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"0"
47,"admin.","married","basic.9y","no","yes","no","cellular","apr","fri",196,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"0"
31,"self-employed","married","basic.9y","no","no","no","telephone","may","thu",301,4,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"0"
27,"technician","married","high.school","no","no","no","telephone","may","wed",201,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"0"
31,"blue-collar","single","basic.9y","no","yes","no","cellular","jul","wed",325,2,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"0"
43,"blue-collar","married","basic.4y","unknown","yes","no","cellular","jul","fri",101,6,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"0"
40,"services","married","high.school","unknown","yes","no","telephone","may","mon",177,4,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"0"
59,"admin.","married","university.degree","no","yes","no","cellular","aug","fri",73,5,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"0"
53,"blue-collar","married","basic.4y","unknown","no","yes","telephone","may","tue",78,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"0"
37,"admin.","married","basic.6y","no","no","no","telephone","may","mon",130,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"0"
33,"technician","single","professional.course","no","yes","no","cellular","aug","thu",719,1,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"0"
44,"entrepreneur","married","basic.4y","no","unknown","unknown","cellular","may","tue",241,1,999,1,"failure",-1.8,92.893,-46.2,1.344,5099.1,"0"
38,"technician","married","university.degree","unknown","no","no","telephone","may","thu",257,2,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"0"
29,"admin.","married","high.school","no","no","no","telephone","jun","mon",255,1,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"0"
35,"blue-collar","married","basic.4y","unknown","no","no","telephone","may","wed",36,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"0"
57,"services","divorced","high.school","unknown","yes","no","telephone","jun","mon",80,4,999,0,"nonexistent",1.4,94.465,-41.8,4.96,5228.1,"0"
28,"blue-collar","married","basic.4y","unknown","yes","no","cellular","jul","thu",108,9,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,"0"
36,"admin.","single","university.degree","no","no","no","cellular","may","tue",7,5,999,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1,"0"
47,"admin.","divorced","university.degree","no","yes","no","telephone","may","mon",256,4,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"0"
27,"admin.","single","high.school","no","yes","yes","cellular","may","thu",99,7,999,1,"failure",-1.8,92.893,-46.2,1.266,5099.1,"0"
34,"management","married","basic.9y","no","no","yes","cellular","may","mon",131,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"0"
45,"blue-collar","married","basic.4y","unknown","yes","no","telephone","may","tue",334,2,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"0"
35,"technician","divorced","professional.course","no","no","no","cellular","jul","tue",77,4,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"0"
31,"technician","single","professional.course","no","yes","no","cellular","aug","thu",126,10,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"0"
46,"admin.","single","university.degree","unknown","yes","no","cellular","jul","thu",154,1,999,0,"nonexistent",1.4,93.918,-42.7,4.958,5228.1,"0"
52,"services","divorced","basic.4y","no","yes","no","cellular","jun","tue",74,1,999,0,"nonexistent",-2.9,92.963,-40.8,1.262,5076.2,"0"
28,"blue-collar","married","basic.9y","no","yes","no","cellular","may","thu",341,3,999,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1,"0"
55,"technician","single","professional.course","no","yes","no","cellular","nov","mon",165,1,999,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,"0"
42,"blue-collar","married","basic.6y","no","no","yes","cellular","may","tue",431,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1,"0"
30,"technician","married","basic.9y","no","yes","no","cellular","may","thu",181,4,999,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1,"0"
35,"admin.","married","university.degree","no","yes","no","telephone","jun","wed",284,4,999,0,"nonexistent",1.4,94.465,-41.8,4.962,5228.1,"0"
31,"technician","single","university.degree","no","yes","no","telephone","may","wed",252,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"0"
42,"blue-collar","single","basic.4y","no","no","no","telephone","jun","wed",166,2,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"0"
34,"technician","married","university.degree","no","unknown","unknown","cellular","aug","thu",81,2,999,0,"nonexistent",1.4,93.444,-36.1,4.962,5228.1,"0"
49,"services","married","high.school","no","yes","no","cellular","aug","tue",49,9,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"0"
46,"technician","divorced","professional.course","no","yes","no","cellular","jul","tue",513,5,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"0"
30,"admin.","single","basic.9y","no","yes","no","cellular","nov","thu",220,1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"0"
30,"blue-collar","single","unknown","no","no","no","telephone","jun","thu",65,2,999,0,"nonexistent",1.4,94.465,-41.8,4.866,5228.1,"0"
38,"admin.","married","high.school","no","yes","yes","cellular","aug","mon",90,2,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"0"
52,"technician","married","professional.course","no","no","no","cellular","may","thu",94,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.327,5099.1,"0"
36,"admin.","married","university.degree","no","no","no","cellular","nov","fri",254,2,999,0,"nonexistent",-1.1,94.767,-50.8,1.028,4963.6,"0"
49,"management","married","university.degree","no","yes","no","telephone","jul","tue",336,4,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"0"
38,"technician","married","professional.course","no","yes","no","cellular","aug","tue",124,3,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,"0"
41,"technician","married","professional.course","no","yes","yes","cellular","aug","fri",264,1,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"0"
31,"admin.","single","university.degree","no","no","yes","cellular","aug","tue",358,1,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"0"
29,"admin.","married","university.degree","no","yes","no","cellular","aug","fri",58,1,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"0"
36,"self-employed","married","basic.9y","no","yes","no","cellular","nov","thu",317,2,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"0"
39,"self-employed","divorced","university.degree","no","no","no","cellular","may","mon",140,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.244,5099.1,"0"
57,"retired","married","high.school","no","no","no","cellular","aug","fri",92,9,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"0"
41,"admin.","married","high.school","no","unknown","unknown","telephone","jun","mon",548,2,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,"0"
40,"blue-collar","single","basic.4y","no","no","no","cellular","may","tue",218,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1,"0"
42,"retired","married","basic.9y","unknown","no","no","telephone","may","fri",698,1,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"0"
31,"admin.","married","university.degree","no","no","no","telephone","may","fri",294,3,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191,"0"
33,"admin.","married","high.school","no","yes","yes","telephone","may","thu",10,2,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"0"
45,"blue-collar","married","unknown","no","no","no","cellular","apr","fri",106,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"0"
33,"blue-collar","married","basic.6y","unknown","yes","no","cellular","jul","fri",63,2,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"0"
27,"admin.","single","university.degree","unknown","yes","yes","cellular","jul","tue",255,1,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"0"
34,"technician","single","university.degree","no","no","no","cellular","jul","tue",116,2,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"0"
31,"admin.","married","university.degree","no","no","no","cellular","apr","fri",170,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.479,5099.1,"0"
52,"technician","married","basic.9y","no","yes","yes","cellular","nov","fri",197,1,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"0"
46,"admin.","married","university.degree","no","yes","no","cellular","jul","wed",28,11,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"0"
57,"retired","married","basic.4y","no","yes","no","cellular","nov","wed",295,1,3,2,"success",-3.4,92.649,-30.1,0.716,5017.5,"0"
29,"technician","married","professional.course","no","yes","no","cellular","nov","tue",54,2,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"0"
31,"admin.","married","university.degree","no","yes","yes","cellular","nov","wed",408,1,999,1,"failure",-0.1,93.2,-42,4.12,5195.8,"0"
57,"housemaid","married","professional.course","no","no","yes","telephone","jun","mon",110,3,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,"0"
44,"blue-collar","married","basic.9y","unknown","yes","no","cellular","apr","mon",81,3,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"0"
31,"technician","single","university.degree","no","no","no","cellular","aug","tue",93,5,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"0"
39,"admin.","married","university.degree","no","yes","no","telephone","jun","thu",36,3,999,0,"nonexistent",1.4,94.465,-41.8,4.958,5228.1,"0"
39,"admin.","married","university.degree","unknown","no","no","telephone","may","tue",363,3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"0"
50,"management","married","university.degree","no","yes","yes","cellular","apr","fri",206,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"0"
35,"admin.","single","high.school","no","yes","no","telephone","may","fri",541,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"0"
34,"blue-collar","married","basic.9y","unknown","no","yes","cellular","apr","mon",49,5,999,1,"failure",-1.8,93.075,-47.1,1.405,5099.1,"0"
53,"admin.","single","basic.6y","unknown","no","yes","cellular","apr","fri",351,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"0"
45,"services","married","basic.4y","unknown","no","no","cellular","aug","fri",117,2,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"0"
45,"admin.","single","high.school","no","yes","no","cellular","may","mon",276,3,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"0"
29,"services","single","high.school","no","yes","no","cellular","may","thu",118,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1,"0"
53,"management","married","university.degree","no","no","no","cellular","jul","tue",477,2,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"0"
53,"technician","divorced","university.degree","no","yes","no","telephone","may","wed",206,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"0"
56,"admin.","married","university.degree","no","yes","no","cellular","aug","mon",178,2,999,0,"nonexistent",1.4,93.444,-36.1,4.97,5228.1,"0"
43,"blue-collar","married","basic.9y","unknown","no","no","cellular","jul","thu",401,1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"0"
50,"blue-collar","married","basic.6y","unknown","no","no","telephone","may","thu",544,3,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"0"
39,"blue-collar","married","basic.4y","no","no","no","telephone","may","fri",242,7,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"0"
28,"services","single","professional.course","no","no","no","telephone","may","thu",210,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1,"0"
22,"student","single","unknown","no","yes","no","cellular","jun","mon",139,1,999,0,"nonexistent",-2.9,92.963,-40.8,1.26,5076.2,"0"
56,"admin.","single","basic.9y","no","yes","no","telephone","jun","wed",341,2,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"0"
30,"management","married","high.school","no","no","no","cellular","aug","mon",65,2,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"0"
55,"entrepreneur","divorced","university.degree","no","yes","no","cellular","jul","wed",537,1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"0"
32,"blue-collar","single","high.school","no","yes","no","telephone","may","tue",124,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"0"
27,"blue-collar","single","basic.4y","no","yes","no","cellular","apr","thu",156,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.41,5099.1,"0"
23,"blue-collar","single","high.school","no","yes","no","cellular","dec","fri",248,6,999,0,"nonexistent",-3,92.713,-33,0.71,5023.5,"0"
57,"retired","married","professional.course","no","yes","no","cellular","nov","thu",124,6,999,0,"nonexistent",-1.1,94.767,-50.8,1.031,4963.6,"0"
38,"management","single","university.degree","no","yes","no","cellular","nov","thu",262,3,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"0"
27,"technician","married","professional.course","no","yes","no","cellular","jul","thu",347,1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"0"
31,"blue-collar","single","basic.9y","unknown","no","yes","telephone","jun","fri",70,2,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"0"
34,"services","married","basic.9y","no","yes","yes","cellular","jul","wed",86,3,999,1,"failure",-1.7,94.215,-40.3,0.84,4991.6,"0"
56,"admin.","married","basic.4y","no","yes","no","cellular","nov","fri",382,3,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"0"
40,"technician","divorced","high.school","no","yes","yes","cellular","nov","wed",243,2,999,1,"failure",-0.1,93.2,-42,4.12,5195.8,"0"
37,"technician","single","university.degree","no","no","no","telephone","may","fri",132,1,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"0"
48,"technician","married","professional.course","no","yes","no","telephone","jun","mon",358,3,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"0"
42,"admin.","married","university.degree","no","unknown","unknown","cellular","jul","wed",95,1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"0"
32,"housemaid","married","university.degree","no","yes","yes","cellular","aug","wed",73,1,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"0"
47,"blue-collar","married","high.school","no","no","yes","cellular","may","fri",168,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.313,5099.1,"0"
36,"technician","single","high.school","no","yes","no","telephone","may","mon",142,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"0"
32,"technician","single","professional.course","no","yes","no","cellular","aug","tue",60,4,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"0"
43,"admin.","married","high.school","no","no","no","cellular","jul","mon",74,2,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"0"
32,"admin.","married","high.school","no","no","yes","cellular","may","thu",142,1,999,1,"failure",-1.8,92.893,-46.2,1.327,5099.1,"0"
58,"admin.","single","university.degree","no","no","yes","telephone","jun","wed",111,3,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"0"
30,"admin.","married","university.degree","no","yes","no","cellular","jul","wed",1150,1,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"0"
44,"admin.","married","high.school","unknown","no","no","cellular","jul","mon",327,2,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"0"
38,"entrepreneur","married","basic.9y","no","yes","yes","cellular","may","fri",476,3,999,0,"nonexistent",-1.8,92.893,-46.2,1.25,5099.1,"0"
38,"blue-collar","married","basic.9y","unknown","no","no","telephone","may","thu",173,2,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"0"
46,"admin.","married","university.degree","no","no","no","cellular","jul","tue",340,3,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"0"
39,"admin.","married","high.school","no","no","no","cellular","nov","mon",1011,1,3,2,"success",-3.4,92.649,-30.1,0.714,5017.5,"0"
41,"blue-collar","married","basic.4y","unknown","no","no","telephone","may","fri",134,3,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"0"
35,"management","single","university.degree","no","no","no","cellular","nov","wed",201,1,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"0"
39,"technician","married","professional.course","no","no","yes","cellular","may","thu",831,4,999,0,"nonexistent",-1.8,92.893,-46.2,1.327,5099.1,"0"
33,"admin.","married","university.degree","no","no","no","cellular","apr","thu",179,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099.1,"0"
39,"admin.","married","professional.course","no","no","no","telephone","jun","fri",32,5,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"0"
35,"blue-collar","married","basic.9y","unknown","no","no","telephone","may","thu",170,1,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"0"
34,"housemaid","married","university.degree","no","no","no","cellular","jul","tue",132,1,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"0"
31,"admin.","married","university.degree","no","yes","yes","cellular","may","mon",173,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.244,5099.1,"0"
24,"student","single","university.degree","no","no","no","cellular","jun","mon",223,1,999,0,"nonexistent",-2.9,92.963,-40.8,1.266,5076.2,"0"
58,"retired","married","basic.9y","no","no","no","telephone","jun","fri",33,2,999,0,"nonexistent",1.4,94.465,-41.8,4.967,5228.1,"0"
52,"blue-collar","divorced","basic.4y","no","no","no","cellular","apr","thu",474,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.41,5099.1,"0"
27,"admin.","married","high.school","no","no","no","cellular","oct","tue",572,1,999,0,"nonexistent",-3.4,92.431,-26.9,0.744,5017.5,"0"
44,"self-employed","married","basic.9y","unknown","no","no","cellular","aug","mon",136,10,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"0"
45,"technician","married","university.degree","unknown","yes","no","cellular","aug","mon",372,1,999,0,"nonexistent",1.4,93.444,-36.1,4.97,5228.1,"0"
45,"blue-collar","single","high.school","unknown","no","yes","telephone","may","wed",278,6,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"0"
31,"admin.","single","university.degree","no","no","yes","telephone","may","thu",515,3,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"0"
55,"blue-collar","married","basic.6y","unknown","no","no","cellular","jul","tue",232,4,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"0"
36,"technician","married","basic.9y","no","yes","no","cellular","apr","mon",419,2,999,1,"failure",-1.8,93.075,-47.1,1.405,5099.1,"0"
